Cocktail Name,MidJourney Prompt
Gluehwein,"Flat lay, vintage speakeasy style. High-quality photo of a Gluehwein, served in a cocktail glass, featuring Fruité, épicé, sucré, épicé notes. Made with Red wine, Water, Sugar, Cinnamon, Cloves, Lemon peel. Instructions: Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Manhattan,"Flat lay, vintage speakeasy style. High-quality photo of a Manhattan, served in a cocktail glass, featuring Amer, sucré notes. Made with Sweet Vermouth, Bourbon, Angostura bitters, Ice, Maraschino cherry, Orange peel. Instructions: Stirred over ice, strained into a chilled glass, garnished, and served up.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Allegheny,"Flat lay, vintage speakeasy style. High-quality photo of a Allegheny, served in a cocktail glass, featuring Amer, sucré notes. Made with Dry Vermouth, Bourbon, Blackberry brandy, Lemon juice, Lemon peel. Instructions: Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Avalanche,"Flat lay, vintage speakeasy style. High-quality photo of a Avalanche, served in a cocktail glass, featuring Fruité notes. Made with Crown Royal, Kahlua, Cream. Instructions: Mix in highball glass over ice, shake well.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Rum Punch,"Flat lay, vintage speakeasy style. High-quality photo of a Rum Punch, served in a cocktail glass, featuring Fruité, épicé, sucré, épicé notes. Made with Rum, Ginger ale, Fruit punch, Orange juice, Ice. Instructions: Mix all ingredients in a punch bowl and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
The Galah,"Flat lay, vintage speakeasy style. High-quality photo of a The Galah, served in a cocktail glass, featuring Acide, sucré notes. Made with Dark Rum, Campari, Creme De Banane, Pineapple Juice, Lime Juice. Instructions: Mix together the alcoholic portions and top with Pineapple and Lime juice.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
French 75,"Flat lay, vintage speakeasy style. High-quality photo of a French 75, served in a cocktail glass, featuring Fruité, sucré notes. Made with Gin, Sugar, Lemon juice, Champagne, Orange, Maraschino cherry. Instructions: Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Honey Bee,"Flat lay, vintage speakeasy style. High-quality photo of a Honey Bee, served in a cocktail glass, featuring Fruité, sucré notes. Made with White Rum, Honey, Lemon Juice. Instructions: Shake ingredients with crushed ice
. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Hot Toddy,"Flat lay, vintage speakeasy style. High-quality photo of a Hot Toddy, served in a cocktail glass, featuring Fruité, épicé, sucré, épicé notes. Made with Whiskey, Honey, Cinnamon, lemon, Cloves. Instructions: STEP 1
Whisk the whisky and honey together and split between 2 heatproof glasses. Add half of the cinnamon stick to each, then top up with 200ml boiling water.

STEP 2
Add a splash of lemon juice to each, then taste and add more to your preference. Finish each with a slice of lemon, studded with a clove, and serve immediately.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Gin Smash,"Flat lay, vintage speakeasy style. High-quality photo of a Gin Smash, served in a cocktail glass, featuring Fruité, sucré notes. Made with Gin, Carbonated water, Sugar, Mint, Orange, Cherry. Instructions: Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Godfather,"Flat lay, vintage speakeasy style. High-quality photo of a Godfather, served in a cocktail glass, featuring Fruité notes. Made with Scotch, Amaretto. Instructions: Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Godmother,"Flat lay, vintage speakeasy style. High-quality photo of a Godmother, served in a cocktail glass, featuring Fruité notes. Made with Vodka, Amaretto. Instructions: Pour vodka and amaretto into an old-fashioned glass over ice and serve.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Michelada,"Flat lay, vintage speakeasy style. High-quality photo of a Michelada, served in a cocktail glass, featuring Acide, sucré, salé notes. Made with Beer, Tomato Juice, Lime Juice, Hot Sauce, Worcestershire Sauce, Soy Sauce. Instructions: Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Greyhound,"Flat lay, vintage speakeasy style. High-quality photo of a Greyhound, served in a cocktail glass, featuring Fruité, sucré notes. Made with Vodka, Grapefruit Juice. Instructions: Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Downshift,"Flat lay, vintage speakeasy style. High-quality photo of a Downshift, served in a cocktail glass, featuring Fruité notes. Made with Fruit punch, Sprite, Tequila, 151 proof rum. Instructions: Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Archbishop,"Flat lay, vintage speakeasy style. High-quality photo of a Archbishop, served in a cocktail glass, featuring Acide notes. Made with Gin, Wine, Benedictine, Lime. Instructions: In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Jackhammer,"Flat lay, vintage speakeasy style. High-quality photo of a Jackhammer, served in a cocktail glass, featuring Fruité notes. Made with Jack Daniels, Amaretto. Instructions: Serve over ice- Warning,Deadly!. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Wine Punch,"Flat lay, vintage speakeasy style. High-quality photo of a Wine Punch, served in a cocktail glass, featuring Fruité, sucré notes. Made with Red wine, Lemon, Orange juice, Orange, Pineapple juice. Instructions: Combine all of the ingredients and pour over a block of ice.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Zipperhead,"Flat lay, vintage speakeasy style. High-quality photo of a Zipperhead, served in a cocktail glass, featuring Fruité, sucré, sucré notes. Made with Chambord raspberry liqueur, Vodka, Soda water. Instructions: Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
White Lady,"Flat lay, vintage speakeasy style. High-quality photo of a White Lady, served in a cocktail glass, featuring Fruité, sucré notes. Made with Gin, Triple Sec, Lemon Juice. Instructions: Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Kir,"Flat lay, vintage speakeasy style. High-quality photo of a Kir, served in a cocktail glass, featuring Crémeux notes. Made with Creme de Cassis, Champagne. Instructions: Add the crème de cassis to the bottom of the glass, then top up with wine.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
ACID,"Flat lay, vintage speakeasy style. High-quality photo of a ACID, served in a cocktail glass, featuring Fruité notes. Made with 151 proof rum, Wild Turkey. Instructions: Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Bijou,"Flat lay, vintage speakeasy style. High-quality photo of a Bijou, served in a cocktail glass, featuring Amer, sucré notes. Made with Orange Bitters, Green Chartreuse, Gin, Sweet Vermouth. Instructions: Stir in mixing glass with ice and strain
. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Mojito,"Flat lay, vintage speakeasy style. High-quality photo of a Mojito, served in a highball glass, featuring Acide, sucré notes. Made with Light rum, Lime, Sugar, Mint, Soda water. Instructions: Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Mimosa,"Flat lay, vintage speakeasy style. High-quality photo of a Mimosa, served in a cocktail glass, featuring Fruité, sucré notes. Made with Champagne, Orange juice. Instructions: Ensure both ingredients are well chilled, then mix into the glass. Serve cold.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
Gimlet,"Flat lay, vintage speakeasy style. High-quality photo of a Gimlet, served in a cocktail glass, featuring Acide, sucré notes. Made with Gin, Lime Juice, Sugar Syrup, Lime. Instructions: Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Zombie,"Flat lay, vintage speakeasy style. High-quality photo of a Zombie, served in a cocktail glass, featuring Acide, sucré, sucré notes. Made with Rum, Gold rum, 151 proof rum, Pernod, Grenadine, Lime Juice, Angostura Bitters. Instructions: Blend at high speed for no more than 5 seconds.

Pour into a glass, add ice cubes to fill, then add the garnish.

*Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.

Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.

Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.. Garnished with a minimalist garnish, placed on a dark wooden bar counter, moody lighting --v 5"
Casino,"Flat lay, vintage speakeasy style. High-quality photo of a Casino, served in a cocktail glass, featuring Fruité, sucré, sucré notes. Made with Gin, Maraschino liqueur, Lemon juice, Orange bitters, Cherry. Instructions: Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.. Garnished with a fresh fruit slice, placed on a dark wooden bar counter, moody lighting --v 5"
